age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,over50k,probability of yes (or score)
60, Private,178249, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States,1.0,0.673506498336792
36, Private,131039, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago,0.0,0.006417394615709782
35, Self-emp-not-inc,295127, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, United-States,0.0,0.014227787964046001
32, Private,56150, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.2826240658760071
23, Private,189013, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States,0.0,0.0111455162987113
21, Private,54472, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.003663322189822793
81, Self-emp-not-inc,184762, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Greece,0.0,0.3046029806137085
39, Self-emp-inc,88973, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,1.0,0.7277570962905884
80, Self-emp-not-inc,201092, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,0.0,0.15223070979118347
18, Private,132397, 12th,8, Never-married, Other-service, Own-child, Black, Female,0,0,18, United-States,0.0,0.000905938446521759
36, Private,314373, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0.0,0.0344228520989418
77, Self-emp-not-inc,184046, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0.0,0.09462907910346985
27, Private,193807, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States,0.0,0.03234830126166344
20, Self-emp-not-inc,190968, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,0.0,0.0016041503986343741
33, Private,437566, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0.0,0.1906687617301941
23, Private,325596, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0.0,0.04223969206213951
55, Private,173422, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.3164132833480835
53, Local-gov,25820, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States,0.0,0.16401152312755585
62, Private,180418, 12th,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0.0,0.017075544223189354
27, Self-emp-not-inc,147452, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,48, United-States,0.0,0.006931574549525976
21, Private,154192, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.1550600677728653
27, Private,104993, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,0.0,0.00970458984375
28, Private,142712, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States,0.0,0.3832932114601135
49, Self-emp-inc,211020, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,1.0,0.9927856922149658
42, State-gov,179151, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0.0,0.3304009437561035
28, Private,162994, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.48619183897972107
62, Self-emp-not-inc,265007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador,1.0,0.5757598280906677
36, Private,220237, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Greece,0.0,0.17681868374347687
40, Private,154076, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0.0,0.2688785195350647
54, Private,186224, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.2018677145242691
39, Private,99146, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.21768386662006378
33, Private,213307, 1st-4th,2, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico,0.0,0.0006883997120894492
53, Private,308082, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,15, El-Salvador,0.0,0.0004330269293859601
37, Private,106043, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,0.0,0.1773211508989334
36, Private,108320, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States,0.0,0.033467646688222885
42, Private,234508, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7183288335800171
29, Private,89598, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2057,35, United-States,1.0,0.8559529781341553
44, Private,172026, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,0.0,0.20034126937389374
36, Private,225330, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0.0,0.004132182337343693
30, Federal-gov,42900, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.310931921005249
26, Private,290286, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States,0.0,0.00887356512248516
36, Local-gov,152021, 11th,7, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States,0.0,0.001157088903710246
52, Private,210736, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.39889368414878845
20, Private,38238, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0.0,0.0023268579971045256
20, Private,112854, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,32, United-States,0.0,0.010400591418147087
52, Private,128814, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States,0.0,0.011025559157133102
36, Private,588739, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, India,0.0,0.029802387580275536
28, Private,267912, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico,0.0,0.003688374999910593
27, Private,53147, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.006233184598386288
63, Private,187919, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States,1.0,0.9367401003837585
31, Local-gov,498267, HS-grad,9, Separated, Other-service, Own-child, Black, Male,0,0,40, United-States,0.0,0.004126058425754309
47, Private,193047, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1.0,0.7896141409873962
39, Self-emp-inc,206362, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.3859735131263733
20, Private,132053, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,1719,40, United-States,0.0,0.024071402847766876
35, Private,193094, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,0,0,48, United-States,0.0,0.013714712113142014
48, Federal-gov,72896, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1.0,0.5402268171310425
29, Private,263300, HS-grad,9, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,55, United-States,0.0,0.007615197449922562
31, Private,104509, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States,0.0,0.003720669075846672
46, Private,278322, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1.0,0.683647871017456
30, Private,250804, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.20013925433158875
32, Private,267458, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0.0,0.3036733567714691
51, State-gov,71691, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0.0,0.3609682619571686
43, Local-gov,201764, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.21213708817958832
51, Private,312446, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States,1.0,0.7390804886817932
50, Private,166368, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.25147539377212524
39, Private,308945, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States,0.0,0.04858102649450302
50, Private,57852, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1.0,0.876860499382019
33, Private,170540, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.012001090683043003
32, Private,87310, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1.0,0.6590331196784973
33, Self-emp-not-inc,103435, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,1.0,0.9526692628860474
35, Private,182189, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1.0,0.7847644686698914
38, Private,191137, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States,0.0,0.12162137776613235
35, Private,181165, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0.0,0.015073195099830627
19, Private,120003, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0.0,0.006499449256807566
44, Private,56651, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0.0,0.23024754226207733
23, Self-emp-inc,304871, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0.0,0.07093722373247147
60, Local-gov,168381, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,0.0,0.04614593833684921
19, Private,376683, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States,0.0,0.004439449869096279
39, Local-gov,364782, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0.0,0.32435888051986694
47, Private,213668, Some-college,10, Separated, Machine-op-inspct, Not-in-family, White, Male,8614,0,65, United-States,0.0,0.3377639353275299
33, Private,124161, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0.0,0.02241947315633297
27, Private,203776, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,45, United-States,1.0,0.8800330758094788
57, Private,161662, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,4650,0,40, United-States,0.0,0.1615297496318817
36, Private,234901, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.553817868232727
28, Private,107189, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States,0.0,0.10164264589548111
34, Self-emp-not-inc,198068, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.16944129765033722
21, Private,97214, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0.0,0.00811668112874031
50, Self-emp-not-inc,163678, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.2645721733570099
37, Private,160192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.22794531285762787
37, Self-emp-not-inc,255503, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,0.0,0.2141878306865692
26, Private,331861, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, England,0.0,0.02246975526213646
63, Self-emp-not-inc,124015, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.1890164166688919
37, Private,166115, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0.0,0.27045536041259766
42, Private,270710, 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0.0,0.002092367270961404
39, Federal-gov,203070, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1.0,0.6396903991699219
42, Private,347890, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,1.0,0.8972883820533752
39, Private,40955, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0.0,0.23205812275409698
46, Self-emp-not-inc,292549, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0.0,0.36488592624664307
71, Self-emp-not-inc,31781, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1510,35, United-States,0.0,0.42364636063575745
57, Private,34366, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1.0,0.5575166344642639
17, Private,73820, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,0.0,0.0036114018876105547
24, Private,109667, Masters,14, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States,0.0,0.022831257432699203
26, Private,188703, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0.0,0.07731010019779205
48, Private,349986, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,1.0,0.999890923500061
66, Private,104936, 10th,6, Widowed, Other-service, Unmarried, White, Female,0,0,38, United-States,0.0,0.005518053658306599
48, Self-emp-not-inc,199058, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0.0,0.09661063551902771
53, Private,77927, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,50, Philippines,0.0,0.0034251543693244457
18, Private,73928, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States,0.0,0.005506888963282108
33, Private,238246, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, Germany,0.0,0.003058526199311018
24, Private,324445, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0.0,0.006371366325765848
65, Private,138247, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,22, United-States,0.0,0.02544386312365532
36, Private,307134, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,1.0,0.7060549855232239
55, Private,377113, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States,1.0,0.9851074814796448
51, Local-gov,106365, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.0323711633682251
59, Local-gov,167027, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.04170889034867287
67, Private,162009, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States,0.0,0.11821123957633972
53, Private,30846, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0.0,0.02174188755452633
70, Private,176940, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States,0.0,0.014713515527546406
21, Private,223019, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0.0,0.002779515692964196
57, Private,111553, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0.0,0.29193025827407837
21, Private,151158, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,0.0,0.017910055816173553
46, Local-gov,364548, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,42, United-States,1.0,0.9019601345062256
55, Private,200939, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0.0,0.3469633460044861
26, Private,209384, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.20452900230884552
49, Private,136358, Masters,14, Divorced, Sales, Unmarried, Other, Female,0,0,20, Peru,0.0,0.014980906620621681
66, Self-emp-inc,45702, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0.0,0.2660078704357147
40, Private,27766, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1.0,0.5746132135391235
61, Self-emp-inc,248160, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1.0,0.8782129287719727
33, Private,174463, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0.0,0.012257527559995651
30, Private,269723, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,0.0,0.018237203359603882
30, Private,186145, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0321362242102623
77, Private,88269, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,0.0,0.044073645025491714
26, Private,190916, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0.0,0.4653662443161011
48, Private,369522, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,0.0,0.11978662014007568
51, Private,150999, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.2553134262561798
26, Private,131401, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0672847330570221
58, Private,152731, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1.0,0.602532148361206
52, Private,279129, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1.0,0.8582644462585449
49, Private,175305, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0.0,0.002071155933663249
40, Private,106501, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,50, United-States,1.0,0.6224349141120911
68, Private,230904, 11th,7, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,1870,35, United-States,0.0,0.019021950662136078
58, State-gov,32367, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.7163347601890564
56, Private,178282, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0.0,0.026166612282395363
61, Private,362068, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.7956023812294006
29, Federal-gov,114072, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,46, United-States,1.0,0.6093554496765137
60, Self-emp-not-inc,54553, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,0.0,0.1430072784423828
39, Private,176050, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,47, United-States,1.0,0.8139589428901672
38, Local-gov,68781, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0.0,0.32650384306907654
28, State-gov,319027, HS-grad,9, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,0.0,0.018965382128953934
34, Private,222130, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.009209557436406612
48, Private,277946, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.27116459608078003
49, State-gov,255928, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.46092337369918823
51, Local-gov,202044, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,0.0,0.18750634789466858
18, Private,332763, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States,0.0,0.02448299713432789
54, Private,266598, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.495594322681427
30, Private,27856, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0.0,0.28833943605422974
27, Private,409246, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0.0,0.16451893746852875
49, Private,274200, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States,1.0,0.6876311898231506
31, Self-emp-inc,183125, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,99, United-States,1.0,0.8882138729095459
42, Private,197344, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,0.0,0.15939365327358246
45, Private,165346, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,64, United-States,0.0,0.10080412775278091
26, Private,104830, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,594,0,35, United-States,0.0,0.08208639919757843
46, Private,86709, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States,0.0,0.013595445081591606
30, Private,183801, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.2010689526796341
49, Private,142287, Some-college,10, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0.0,0.02636178396642208
40, Self-emp-inc,46221, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,55, United-States,1.0,0.999879002571106
23, Private,212407, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0.0,0.015985989943146706
33, Self-emp-not-inc,189265, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,5, United-States,0.0,0.0020833632443100214
44, Private,187702, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.33648568391799927
44, Private,262656, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,32, United-States,0.0,0.00264627393335104
38, Private,219446, 9th,5, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico,0.0,0.029765352606773376
67, Private,191380, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.7991936802864075
31, Federal-gov,194141, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1.0,0.5680878162384033
35, Private,143385, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.202776238322258
65, Self-emp-not-inc,147377, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States,1.0,0.5653015971183777
28, Private,208608, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,0.0,0.2064293473958969
57, Private,207604, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0039629326201975346
39, Federal-gov,116369, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States,1.0,0.6854310631752014
47, Private,219054, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0.0,0.0026743882335722446
34, Private,193132, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States,0.0,0.012784812599420547
40, Private,210493, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.0097836684435606
74, Self-emp-not-inc,45319, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,1409,0,20, Canada,0.0,0.09202127158641815
38, Private,46706, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,0.0,0.39126071333885193
43, Self-emp-inc,173326, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,0.0,0.033824753016233444
25, Private,335522, 9th,5, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico,0.0,0.0017686529317870736
34, Private,110622, Bachelors,13, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,0.0,0.012891200371086597
62, Private,312818, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,1, United-States,1.0,0.6313809156417847
46, Private,261059, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.5998715162277222
37, Self-emp-not-inc,33975, Bachelors,13, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0.0,0.07659292966127396
37, State-gov,26898, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.034210287034511566
39, Private,367020, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0.0,0.13945551216602325
40, Private,79488, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.00558213796466589
25, Private,139863, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,0.0,0.0010419675381854177
33, Private,240441, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0.0,0.022487875074148178
32, Self-emp-not-inc,158603, Assoc-voc,11, Never-married, Sales, Unmarried, White, Female,0,0,7, United-States,0.0,0.005521449260413647
23, Private,81145, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,0.0,0.003911305218935013
54, Self-emp-not-inc,183668, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0.0,0.09313824772834778
28, Private,246933, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0.0,0.01946355402469635
31, Private,185778, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,0.0,0.024156812578439713
74, Private,89852, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,11, United-States,0.0,0.13045524060726166
21, Private,403471, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,48, United-States,0.0,0.003226619213819504
33, Private,249409, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States,1.0,0.5248021483421326
18, Federal-gov,263162, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0.0,0.07216738909482956
39, State-gov,105803, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,1.0,0.8311021327972412
33, Private,214288, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,48, United-States,0.0,0.4544365704059601
34, Private,153927, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.6893914937973022
63, Self-emp-not-inc,261995, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.6165746450424194
47, Self-emp-not-inc,51664, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0.0,0.19529059529304504
67, Private,176835, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.09580641984939575
27, State-gov,187327, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,45, United-States,0.0,0.023887276649475098
54, Private,192386, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,38, United-States,1.0,0.9067234396934509
42, Private,270324, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica,0.0,0.09187393635511398
